source;target
C3H2+;H2
C6H2;C9H2+
C6H2;H2
C3H2;C9H2+
C3H2;H2
C6H2+;C9H2+
C6H2+;H2
H2CCC;C9H2+
H2CCC;H2
C6H2+;C9H2+
C6H2+;H2
C3H2+;C9H3+
C3H2+;H
C6H2;C9H3+
C6H2;H
C3H2;C9H3+
C3H2;H
C6H2+;C9H3+
C6H2+;H
H2CCC;C9H3+
H2CCC;H
C6H2+;C9H3+
C6H2+;H
C3H3+;C6H5+
C3H3+;H
C3H3;C6H5+
C3H3;H
H2C3H+;C6H5+
H2C3H+;H
C3H3;C6H5+
C3H3;H
C3H3+;C6H4+
C3H3+;H2
C3H3;C6H4+
C3H3;H2
H2C3H+;C6H4+
H2C3H+;H2
C3H3;C6H4+
C3H3;H2
C3H3+;C7H2+
C3H3+;H2
C4H;C7H2+
C4H;H2
H2C3H+;C7H2+
H2C3H+;H2
C4H;C7H2+
C4H;H2
C3H3+;C7H3+
C3H3+;H
C4H;C7H3+
C4H;H
H2C3H+;C7H3+
H2C3H+;H
C4H;C7H3+
C4H;H
C3H3;C7H3+
C3H3;H
C4H+;C7H3+
C4H+;H
C3H3+;C5H3+
C3H3+;C2H2
H2CCCC;C5H3+
H2CCCC;C2H2
H2C3H+;C5H3+
H2C3H+;C2H2
H2CCCC;C5H3+
H2CCCC;C2H2
C3H3;C7H3+
C3H3;H2
C4H2+;C7H3+
C4H2+;H2
C3H3;C7H4+
C3H3;H
C4H2+;C7H4+
C4H2+;H
C3H3;C7H4+
C3H3;H2
C4H3+;C7H4+
C4H3+;H2
C3H3;C7H5+
C3H3;H
C4H3+;C7H5+
C4H3+;H
C3H3+;C8H2+
C3H3+;H2
C5H;C8H2+
C5H;H2
H2C3H+;C8H2+
H2C3H+;H2
C5H;C8H2+
C5H;H2
C3H3+;C8H3+
C3H3+;H
C5H;C8H3+
C5H;H
H2C3H+;C8H3+
H2C3H+;H
C5H;C8H3+
C5H;H
C3H3+;C8H3+
C3H3+;H2
C5H2;C8H3+
C5H2;H2
H2C3H+;C8H3+
H2C3H+;H2
C5H2;C8H3+
C5H2;H2
C3H3;C8H3+
C3H3;H2
C5H2+;C8H3+
C5H2+;H2
C3H3+;C8H4+
C3H3+;H
C5H2;C8H4+
C5H2;H
H2C3H+;C8H4+
H2C3H+;H
C5H2;C8H4+
C5H2;H
C3H3;C8H4+
C3H3;H
C5H2+;C8H4+
C5H2+;H
C3H3+;C9H2+
C3H3+;H2
C6H;C9H2+
C6H;H2
H2C3H+;C9H2+
H2C3H+;H2
C6H;C9H2+
C6H;H2
C3H3+;C9H3+
C3H3+;H
C6H;C9H3+
C6H;H
H2C3H+;C9H3+
H2C3H+;H
C6H;C9H3+
C6H;H
C3H3+;C9H3+
C3H3+;H2
C6H2;C9H3+
C6H2;H2
H2C3H+;C9H3+
H2C3H+;H2
C6H2;C9H3+
C6H2;H2
C3H3;C9H3+
C3H3;H2
C6H2+;C9H3+
C6H2+;H2
C3H3;C9H4+
C3H3;H
C6H2+;C9H4+
C6H2+;H
CH3CCH+;C6H7+
CH3CCH+;H
CH3CCH;C6H7+
CH3CCH;H
CH3CCH+;C3H5+
CH3CCH+;C3H3
CH3CCH;C3H5+
CH3CCH;C3H3
CH3CCH+;C6H5+
CH3CCH+;H2
CH3CCH+;H
CH3CCH;C6H5+
CH3CCH;H2
CH3CCH;H
CH3CCH;C6H7+
CH3CCH;H2
C3H5+;C6H7+
C3H5+;H2
CH3CCH;C7H4+
CH3CCH;H
C4H+;C7H4+
C4H+;H
CH3CCH;CH3C4H+
CH3CCH;C2H2
C4H2+;CH3C4H+
C4H2+;C2H2
CH3CCH;C7H5+
CH3CCH;H
C4H2+;C7H5+
C4H2+;H
CH3CCH;C7H5+
CH3CCH;H2
C4H3+;C7H5+
C4H3+;H2
CH3CCH;C8H4+
CH3CCH;H2
C5H2+;C8H4+
C5H2+;H2
CH3CCH;C9H4+
CH3CCH;H2
C6H2+;C9H4+
C6H2+;H2
CH3CN;CO2
CH3CN;CH3CNH+
HCO2+;CO2
HCO2+;CH3CNH+
CH3CN;CH3CNH+
CH3CN;HCOOH
HCOOH2+;CH3CNH+
HCOOH2+;HCOOH
CH3CN;CH3CNH+
CH3CN;HC3N
HC3NH+;CH3CNH+
HC3NH+;HC3N
C3H5+;HC3NH+
C3H5+;CH3CCH
HC3N;HC3NH+
HC3N;CH3CCH
C3H5+;C6H7+
C3H5+;CH3CCH
C6H6;C6H7+
C6H6;CH3CCH
CH3CHO;CH3CHOH+
CH3CHO;HCOOH
HCOOH2+;CH3CHOH+
HCOOH2+;HCOOH
CH3CHO;HS2
CH3CHO;CH3CO+
S2+;HS2
S2+;CH3CO+
HCS+;C2H5OH2+
HCS+;CS
C2H5OH;C2H5OH2+
C2H5OH;CS
HCS+;CH3COCH4+
HCS+;CS
CH3COCH3;CH3COCH4+
CH3COCH3;CS
C2H5OH;HS2
C2H5OH;CH3CHOH+
S2+;HS2
S2+;CH3CHOH+
C4H+;C4H2+
C4H+;C4
C4H;C4H2+
C4H;C4
C4H+;C8H+
C4H+;H
C4H;C8H+
C4H;H
C4H+;C8H2+
C4H+;H
H2CCCC;C8H2+
H2CCCC;H
C4H;C8H2+
C4H;H
C4H2+;C8H2+
C4H2+;H
C4H;C8H3+
C4H;H
C4H3+;C8H3+
C4H3+;H
C4H+;C9H+
C4H+;H
C5H;C9H+
C5H;H
C4H+;C9H2+
C4H+;H
C5H2;C9H2+
C5H2;H
C4H;C9H2+
C4H;H
C5H2+;C9H2+
C5H2+;H
C4H2+;C6H2+
C4H2+;C2H2
H2CCCC;C6H2+
H2CCCC;C2H2
C4H2+;C8H3+
C4H2+;H
H2CCCC;C8H3+
H2CCCC;H
H2CCCC;C6H3+
H2CCCC;C2H2
C4H3+;C6H3+
C4H3+;C2H2
H2CCCC;C4H2+
H2CCCC;HC3N
HC3N+;C4H2+
HC3N+;HC3N
H2CCCC;C6H4+
H2CCCC;C2H2
C4H4+;C6H4+
C4H4+;C2H2
C4H2+;C9H2+
C4H2+;H
C5H;C9H2+
C5H;H
H2CCCC;C7H3+
H2CCCC;C2H
C5H2+;C7H3+
C5H2+;C2H
C4H2+;C9H3+
C4H2+;H
C5H2;C9H3+
C5H2;H
C4H3+;C9H3+
C4H3+;H
C5H;C9H3+
C5H;H
C4H3+;C9H3+
C4H3+;H2
C5H2;C9H3+
C5H2;H2
C4H3+;C9H4+
C4H3+;H
C5H2;C9H4+
C5H2;H
CH3OH2+;CH3OH
CH3OH2+;NH4+
NH3;CH3OH
NH3;NH4+
H;H2
H;H+
H2+;H2
H2+;H+
H;He
H;H+
He+;He
He+;H+
H;He
H;H+
He+;He
He+;H+
H+;CH+
H+;H
CH;CH+
CH;H
H+;CH2+
H+;H
CH2;CH2+
CH2;H
H+;NH+
H+;H
NH;NH+
NH;H
H+;CH3+
H+;H
CH3;CH3+
CH3;H
H;O
H;H+
O+;O
O+;H+
H+;O+
H+;H
O;O+
O;H
H+;O+
H+;H
O;O+
O;H
H+;NH2+
H+;H
NH2;NH2+
NH2;H
H+;CH4+
H+;H
CH4;CH4+
CH4;H
H+;OH+
H+;H
OH;OH+
OH;H
H+;NH3+
H+;H
NH3;NH3+
NH3;H
H+;H2O+
H+;H
H2O;H2O+
H2O;H
H+;C2+
H+;H
C2;C2+
C2;H
H+;Mg+
H+;H
Mg;Mg+
Mg;H
H+;C2H+
H+;H
C2H;C2H+
C2H;H
H;CN
H;H+
CN+;CN
CN+;H+
H+;C2H2+
H+;H
C2H2;C2H2+
C2H2;H
H+;HCN+
H+;H
HCN;HCN+
HCN;H
H;HCN
H;H+
HCN+;HCN
HCN+;H+
H+;C2H3+
H+;H
C2H3;C2H3+
C2H3;H
H;CO
H;H+
CO+;CO
CO+;H+
H+;C2H4+
H+;H
C2H4;C2H4+
C2H4;H
H+;Si+
H+;H
Si;Si+
Si;H
H+;HCO+
H+;H
HCO;HCO+
HCO;H
H+;C2H3+
H+;H2
H+;H
C2H5;C2H3+
C2H5;H2
C2H5;H
H+;SiH+
H+;H
SiH;SiH+
SiH;H
H+;NO+
H+;H
NO;NO+
NO;H
H+;H2CO+
H+;H
H2CO;H2CO+
H2CO;H
H+;SiH2+
H+;H
SiH2;SiH2+
SiH2;H
H+;P+
H+;H
P;P+
P;H
H+;SiH3+
H+;H
SiH3;SiH3+
SiH3;H
H+;PH+
H+;H
PH;PH+
PH;H
H+;O2+
H+;H
O2;O2+
O2;H
H+;S+
H+;H
S;S+
S;H
H+;CH3OH+
H+;H
CH3OH;CH3OH+
CH3OH;H
H+;SiH4+
H+;H
SiH4;SiH4+
SiH4;H
H+;PH2+
H+;H
PH2;PH2+
PH2;H
H+;HS+
H+;H
HS;HS+
HS;H
H+;H2S+
H+;H
H2S;H2S+
H2S;H
H+;C3+
H+;H
C3;C3+
C3;H
H+;HCl+
H+;H
HCl;HCl+
HCl;H
H+;C3H+
H+;H
C3H;C3H+
C3H;H
H+;C2N+
H+;H
C2N;C2N+
C2N;H
H+;C3H2+
H+;H
C3H2;C3H2+
C3H2;H
H+;C3H2+
H+;H
H2CCC;C3H2+
H2CCC;H
H+;C3H3+
H+;H
C3H3;C3H3+
C3H3;H
H+;C2O+
H+;H
C2O;C2O+
C2O;H
H+;CH2CN+
H+;H
CH2CN;CH2CN+
CH2CN;H
H+;CH3CCH+
H+;H
CH3CCH;CH3CCH+
CH3CCH;H
H+;SiC+
H+;H
SiC;SiC+
SiC;H
H+;HCSi+
H+;H
HCSi;HCSi+
HCSi;H
H+;CH3CN+
H+;H
CH3CN;CH3CN+
CH3CN;H
H+;SiN+
H+;H
SiN;SiN+
SiN;H
H+;SiCH2+
H+;H
SiCH2;SiCH2+
SiCH2;H
H+;CP+
H+;H
CP;CP+
CP;H
H+;HNSi+
H+;H
HNSi;HNSi+
HNSi;H
H+;SiCH3+
H+;H
SiCH3;SiCH3+
SiCH3;H
H+;HCP+
H+;H
HCP;HCP+
HCP;H
H+;CH3CHO+
H+;H
CH3CHO;CH3CHO+
CH3CHO;H
H+;CS+
H+;H
CS;CS+
CS;H
H+;SiO+
H+;H
SiO;SiO+
SiO;H
H+;N2O+
H+;H
N2O;N2O+
N2O;H
H+;PN+
H+;H
PN;PN+
PN;H
H+;C2H5OH+
H+;H
C2H5OH;C2H5OH+
C2H5OH;H
H+;CH3OCH3+
H+;H
CH3OCH3;CH3OCH3+
CH3OCH3;H
H+;NS+
H+;H
NS;NS+
NS;H
H+;H2CS+
H+;H
H2CS;H2CS+
H2CS;H
H+;H2SiO+
H+;H
H2SiO;H2SiO+
H2SiO;H
H+;PCH3+
H+;H
CH2PH;PCH3+
CH2PH;H
H+;PO+
H+;H
PO;PO+
PO;H
H+;HPO+
H+;H
HPO;HPO+
HPO;H
H+;C4+
H+;H
C4;C4+
C4;H
H+;SO+
H+;H
SO;SO+
SO;H
H+;C4H+
H+;H
C4H;C4H+
C4H;H
H+;C4H2+
H+;H
H2CCCC;C4H2+
H2CCCC;H
H+;HC3N+
H+;H
HC3N;HC3N+
HC3N;H
H+;C4H3+
H+;H
C4H3;C4H3+
C4H3;H
H+;C3O+
H+;H
C3O;C3O+
C3O;H
H+;SiC2+
H+;H
SiC2;SiC2+
SiC2;H
H+;SiC2H+
H+;H
SiC2H;SiC2H+
SiC2H;H
H+;SiNC+
H+;H
SiNC;SiNC+
SiNC;H
H+;SiC2H2+
H+;H
SiC2H2;SiC2H2+
SiC2H2;H
H+;CCP+
H+;H
CCP;CCP+
CCP;H
H+;Fe+
H+;H
Fe;Fe+
Fe;H
H+;HC2P+
H+;H
HC2P;HC2P+
HC2P;H
H+;C2S+
H+;H
C2S;C2S+
C2S;H
H+;CH3COCH3+
H+;H
CH3COCH3;CH3COCH3+
CH3COCH3;H
H+;COOCH4+
H+;H
HCOOCH3;COOCH4+
HCOOCH3;H
H+;C5+
H+;H
C5;C5+
C5;H
H+;OCS+
H+;H
OCS;OCS+
OCS;H
H+;SiS+
H+;H
SiS;SiS+
SiS;H
H+;C5H+
H+;H
C5H;C5H+
C5H;H
H+;C5H2+
H+;H
C5H2;C5H2+
C5H2;H
H+;SO2+
H+;H
SO2;SO2+
SO2;H
H+;CH3C4H+
H+;H
CH3C4H;CH3C4H+
CH3C4H;H
H+;SiC3+
H+;H
SiC3;SiC3+
SiC3;H
H+;S2+
H+;H
S2;S2+
S2;H
H+;SiC3H+
H+;H
SiC3H;SiC3H+
SiC3H;H
H+;HS2+
H+;H
HS2;HS2+
HS2;H
H+;H2S2+
H+;H
H2S2;H2S2+
H2S2;H
H+;C3S+
H+;H
C3S;C3S+
C3S;H
H+;C6+
H+;H
C6;C6+
C6;H
H+;C6H+
H+;H
C6H;C6H+
C6H;H
H+;C6H2+
H+;H
C6H2;C6H2+
C6H2;H
H+;HC5N+
H+;H
HC5N;HC5N+
HC5N;H
H+;SiC4+
H+;H
SiC4;SiC4+
SiC4;H
H+;C4P+
H+;H
C4P;C4P+
C4P;H
H+;C4S+
H+;H
C4S;C4S+
C4S;H
H+;C7+
H+;H
C7;C7+
C7;H
H+;C7H+
H+;H
C7H;C7H+
C7H;H
H+;C7H2+
H+;H
C7H2;C7H2+
C7H2;H
H+;C7H4+
H+;H
C7H4;C7H4+
C7H4;H
H+;C8+
H+;H
C8;C8+
C8;H
H+;C8H+
H+;H
C8H;C8H+
C8H;H
H+;C8H2+
H+;H
C8H2;C8H2+
C8H2;H
H+;HC7N+
H+;H
HC7N;HC7N+
HC7N;H
H+;C9+
H+;H
C9;C9+
C9;H
H+;C9H+
H+;H
C9H;C9H+
C9H;H
H+;C9H2+
H+;H
C9H2;C9H2+
C9H2;H
H+;HC9N+
H+;H
HC9N;HC9N+
HC9N;H
H2;He
H2;H2+
He+;He
He+;H2+
H2+;CH+
H2+;H2
CH;CH+
CH;H2
H2+;CH2+
H2+;H2
CH2;CH2+
CH2;H2
H2+;NH+
H2+;H2
NH;NH+
NH;H2
H2+;NH2+
H2+;H2
NH2;NH2+
NH2;H2
H2+;CH4+
H2+;H2
CH4;CH4+
CH4;H2
H2+;OH+
H2+;H2
OH;OH+
OH;H2
H2+;NH3+
H2+;H2
NH3;NH3+
NH3;H2
H2+;H2O+
H2+;H2
H2O;H2O+
H2O;H2
H2+;C2+
H2+;H2
C2;C2+
C2;H2
H2+;C2H+
H2+;H2
C2H;C2H+
C2H;H2
H2+;CN+
H2+;H2
CN;CN+
CN;H2
H2+;C2H2+
H2+;H2
C2H2;C2H2+
C2H2;H2
H2+;HCN+
H2+;H2
HCN;HCN+
HCN;H2
H2+;CO+
H2+;H2
CO;CO+
CO;H2
H2+;C2H4+
H2+;H2
C2H4;C2H4+
C2H4;H2
H2+;HCO+
H2+;H2
HCO;HCO+
HCO;H2
H2+;NO+
H2+;H2
NO;NO+
NO;H2
H2+;H2CO+
H2+;H2
H2CO;H2CO+
H2CO;H2
H2+;CH3CH3+
H2+;H2
CH3CH3;CH3CH3+
CH3CH3;H2
H2+;O2+
H2+;H2
O2;O2+
O2;H2
H2+;H2S+
H2+;H2
H2S;H2S+
H2S;H2
He+;C+
He+;He
C;C+
C;He
He+;CH+
He+;He
CH;CH+
CH;He
He+;CH4+
He+;He
CH4;CH4+
CH4;He
He+;NH3+
He+;He
NH3;NH3+
NH3;He
He+;H2O+
He+;He
H2O;H2O+
H2O;He
He+;C2+
He+;He
C2;C2+
C2;He
He+;C2H2+
He+;He
C2H2;C2H2+
C2H2;He
He+;N2+
He+;He
N2;N2+
N2;He
He+;C2H4+
He+;He
C2H4;C2H4+
C2H4;He
He+;Si+
He+;He
Si;Si+
Si;He
He+;C2H5+
He+;He
C2H5;C2H5+
C2H5;He
He+;H2CO+
He+;He
H2CO;H2CO+
H2CO;He
He+;P+
He+;He
P;P+
P;He
He+;O2+
He+;He
O2;O2+
O2;He
He+;H2S+
He+;He
H2S;H2S+
H2S;He
He+;CO2+
He+;He
CO2;CO2+
CO2;He
He+;C3N+
He+;He
C3N;C3N+
C3N;He
He+;SO2+
He+;He
SO2;SO2+
SO2;He
C+;CH+
C+;C
CH;CH+
CH;C
C+;CH2+
C+;C
CH2;CH2+
CH2;C
C+;NH3+
C+;C
NH3;NH3+
NH3;C
C+;Na+
C+;C
Na;Na+
Na;C
C;C2
C;C+
C2+;C2
C2+;C+
C+;Mg+
C+;C
Mg;Mg+
Mg;C
C;CN
C;C+
CN+;CN
CN+;C+
C;CO
C;C+
CO+;CO
CO+;C+
C;N2
C;C+
N2+;N2
N2+;C+
C+;C2H4+
C+;C
C2H4;C2H4+
C2H4;C
C+;Si+
C+;C
Si;Si+
Si;C
C+;HCO+
C+;C
HCO;HCO+
HCO;C
C+;C2H5+
C+;C
C2H5;C2H5+
C2H5;C
C+;NO+
C+;C
NO;NO+
NO;C
C+;H2CO+
C+;C
H2CO;H2CO+
H2CO;C
C+;SiH2+
C+;C
SiH2;SiH2+
SiH2;C
C+;P+
C+;C
P;P+
P;C
C+;SiH3+
C+;C
SiH3;SiH3+
SiH3;C
C+;PH+
C+;C
PH;PH+
PH;C
C;O2
C;C+
O2+;O2
O2+;C+
C+;S+
C+;C
S;S+
S;C
C+;H2S+
C+;C
H2S;H2S+
H2S;C
C+;C2O+
C+;C
C2O;C2O+
C2O;C
C+;CH2CN+
C+;C
CH2CN;CH2CN+
CH2CN;C
C+;CH3CCH+
C+;C
CH3CCH;CH3CCH+
CH3CCH;C
C+;SiC+
C+;C
SiC;SiC+
SiC;C
C+;CH2CO+
C+;C
H2CCO;CH2CO+
H2CCO;C
C+;SiN+
C+;C
SiN;SiN+
SiN;C
C+;SiCH2+
C+;C
SiCH2;SiCH2+
SiCH2;C
C+;CP+
C+;C
CP;CP+
CP;C
C+;SiCH3+
C+;C
SiCH3;SiCH3+
SiCH3;C
C+;HCP+
C+;C
HCP;HCP+
HCP;C
C+;CH3CHO+
C+;C
CH3CHO;CH3CHO+
CH3CHO;C
C;PN
C;C+
PN+;PN
PN+;C+
C+;C2H5OH+
C+;C
C2H5OH;C2H5OH+
C2H5OH;C
C+;CH3OCH3+
C+;C
CH3OCH3;CH3OCH3+
CH3OCH3;C
C+;NS+
C+;C
NS;NS+
NS;C
C+;H2SiO+
C+;C
H2SiO;H2SiO+
H2SiO;C
C+;PO+
C+;C
PO;PO+
PO;C
C+;CCl+
C+;C
CCl;CCl+
CCl;C
C+;HPO+
C+;C
HPO;HPO+
HPO;C
C+;SO+
C+;C
SO;SO+
SO;C
C+;C4H2+
C+;C
H2CCCC;C4H2+
H2CCCC;C
C+;C4H3+
C+;C
C4H3;C4H3+
C4H3;C
C+;ClO+
C+;C
ClO;ClO+
ClO;C
C+;C3O+
C+;C
C3O;C3O+
C3O;C
C+;C2N+
C+;CN
NCCN;C2N+
NCCN;CN
C+;CNC+
C+;CN
NCCN;CNC+
NCCN;CN
C+;SiC2+
C+;C
SiC2;SiC2+
SiC2;C
C+;SiC2H+
C+;C
SiC2H;SiC2H+
SiC2H;C
C+;CCP+
C+;C
CCP;CCP+
CCP;C
C+;Fe+
C+;C
Fe;Fe+
Fe;C
C+;C2S+
C+;C
C2S;C2S+
C2S;C
C+;CH3COCH3+
C+;C
CH3COCH3;CH3COCH3+
CH3COCH3;C
C+;OCS+
C+;C
OCS;OCS+
OCS;C
C+;SiS+
C+;C
SiS;SiS+
SiS;C
C+;COOCH4+
C+;C
HCOOCH3;COOCH4+
HCOOCH3;C
C+;SiC3+
C+;C
SiC3;SiC3+
SiC3;C
C+;C3S+
C+;C
C3S;C3S+
C3S;C
C+;C6H6+
C+;C
C6H6;C6H6+
C6H6;C
C+;C4S+
C+;C
C4S;C4S+
C4S;C
CH;N
CH;CH+
N+;N
N+;CH+
CH;O
CH;CH+
O+;O
O+;CH+
CH;NH2
CH;CH+
NH2+;NH2
NH2+;CH+
CH;OH
CH;CH+
OH+;OH
OH+;CH+
CH+;NH3+
CH+;CH
NH3;NH3+
NH3;CH
CH;H2O
CH;CH+
H2O+;H2O
H2O+;CH+
CH+;Na+
CH+;CH
Na;Na+
Na;CH
CH;C2
CH;CH+
C2+;C2
C2+;CH+
CH+;Mg+
CH+;CH
Mg;Mg+
Mg;CH
CH;CN
CH;CH+
CN+;CN
CN+;CH+
CH;CO
CH;CH+
CO+;CO
CO+;CH+
CH;N2
CH;CH+
N2+;N2
N2+;CH+
CH+;Si+
CH+;CH
Si;Si+
Si;CH
CH+;HCO+
CH+;CH
HCO;HCO+
HCO;CH
CH+;NO+
CH+;CH
NO;NO+
NO;CH
CH;H2CO
CH;CH+
H2CO+;H2CO
H2CO+;CH+
CH;O2
CH;CH+
O2+;O2
O2+;CH+
CH+;S+
CH+;CH
S;S+
S;CH
CH+;Fe+
CH+;CH
Fe;Fe+
Fe;CH
N+;CH2+
N+;N
CH2;CH2+
CH2;N
N+;NH+
N+;N
NH;NH+
NH;N
N+;NH2+
N+;N
NH2;NH2+
NH2;N
N+;CH4+
N+;N
CH4;CH4+
CH4;N
N+;OH+
N+;N
OH;OH+
OH;N
N+;NH3+
N+;N
NH3;NH3+
NH3;N
N+;H2O+
N+;N
H2O;H2O+
H2O;N
N+;C2+
N+;N
C2;C2+
C2;N
N+;Mg+
N+;N
Mg;Mg+
Mg;N
N+;C2H+
N+;N
C2H;C2H+
C2H;N
N+;CN+
N+;N
CN;CN+
CN;N
N+;HCN+
N+;N
HCN;HCN+
HCN;N
N+;CO+
N+;N
CO;CO+
CO;N
N;N2
N;N+
N2+;N2
N2+;N+
N+;HCO+
N+;N
HCO;HCO+
HCO;N
N+;NO+
N+;N
NO;NO+
NO;N
N+;H2CO+
N+;N
H2CO;H2CO+
H2CO;N
N+;O2+
N+;N
O2;O2+
O2;N
N+;CH3OH+
N+;N
CH3OH;CH3OH+
CH3OH;N
N+;H2S+
N+;N
H2S;H2S+
H2S;N
N+;CO2+
N+;N
CO2;CO2+
CO2;N
N+;Fe+
N+;N
Fe;Fe+
Fe;N
N+;OCS+
N+;N
OCS;OCS+
OCS;N
CH2;O
CH2;CH2+
O+;O
O+;CH2+
CH2;NH2
CH2;CH2+
NH2+;NH2
NH2+;CH2+
CH2;OH
CH2;CH2+
OH+;OH
OH+;CH2+
CH2;H2O
CH2;CH2+
H2O+;H2O
H2O+;CH2+
CH2;C2
CH2;CH2+
C2+;C2
C2+;CH2+
CH2;CN
CH2;CH2+
CN+;CN
CN+;CH2+
CH2;CO
CH2;CH2+
CO+;CO
CO+;CH2+
CH2;N2
CH2;CH2+
N2+;N2
N2+;CH2+
CH2+;NO+
CH2+;CH2
NO;NO+
NO;CH2
CH2;H2CO
CH2;CH2+
H2CO+;H2CO
H2CO+;CH2+
CH2;O2
CH2;CH2+
O2+;O2
O2+;CH2+
NH;O
NH;NH+
O+;O
O+;NH+
NH+;NH3+
NH+;NH
NH3;NH3+
NH3;NH
NH+;H2O+
NH+;NH
H2O;H2O+
H2O;NH
NH;CN
NH;NH+
CN+;CN
CN+;NH+
NH;CO
NH;NH+
CO+;CO
CO+;NH+
NH;N2
NH;NH+
N2+;N2
N2+;NH+
NH+;NO+
NH+;NH
NO;NO+
NO;NH
NH+;H2CO+
NH+;NH
H2CO;H2CO+
H2CO;NH
NH+;O2+
NH+;NH
O2;O2+
O2;NH
NH+;S+
NH+;NH
S;S+
S;NH
CH3+;Na+
CH3+;CH3
Na;Na+
Na;CH3
CH3+;Mg+
CH3+;CH3
Mg;Mg+
Mg;CH3
CH3+;C2H3+
CH3+;CH3
C2H3;C2H3+
C2H3;CH3
CH3+;HCO+
CH3+;CH3
HCO;HCO+
HCO;CH3
CH3+;NO+
CH3+;CH3
NO;NO+
NO;CH3
CH3+;Fe+
CH3+;CH3
Fe;Fe+
Fe;CH3
CH3+;CH3COCH3+
CH3+;CH3
CH3COCH3;CH3COCH3+
CH3COCH3;CH3
O+;NH2+
O+;O
NH2;NH2+
NH2;O
O+;CH4+
O+;O
CH4;CH4+
CH4;O
O+;OH+
O+;O
OH;OH+
OH;O
O+;NH3+
O+;O
NH3;NH3+
NH3;O
O+;H2O+
O+;O
H2O;H2O+
H2O;O
O+;C2+
O+;O
C2;C2+
C2;O
O+;C2H+
O+;O
C2H;C2H+
C2H;O
O-;CN-
O-;O
CN;CN-
CN;O
O;CN
O;O+
CN+;CN
CN+;O+
O+;C2H2+
O+;O
C2H2;C2H2+
C2H2;O
O;CO
O;O+
CO+;CO
CO+;O+
O+;CO+
O+;O
CO;CO+
CO;O
O+;C2H4+
O+;O
C2H4;C2H4+
C2H4;O
O;N2
O;O+
N2+;N2
N2+;O+
O+;HCO+
O+;O
HCO;HCO+
HCO;O
O+;H2CO+
O+;O
H2CO;H2CO+
H2CO;O
O+;O2+
O+;O
O2;O2+
O2;O
O+;CH3OH+
O+;O
CH3OH;CH3OH+
CH3OH;O
O+;H2S+
O+;O
H2S;H2S+
H2S;O
O+;CH3CN+
O+;O
CH3CN;CH3CN+
CH3CN;O
O;CO2
O;O+
CO2+;CO2
CO2+;O+
O+;N2O+
O+;O
N2O;N2O+
N2O;O
O+;Fe+
O+;O
Fe;Fe+
Fe;O
O+;OCS+
O+;O
OCS;OCS+
OCS;O
O+;SO2+
O+;O
SO2;SO2+
SO2;O
NH2;OH
NH2;NH2+
OH+;OH
OH+;NH2+
NH2+;NH3+
NH2+;NH2
NH3;NH3+
NH3;NH2
NH2;H2O
NH2;NH2+
H2O+;H2O
H2O+;NH2+
NH2;C2
NH2;NH2+
C2+;C2
C2+;NH2+
NH2;CN
NH2;NH2+
CN+;CN
CN+;NH2+
NH2;CO
NH2;NH2+
CO+;CO
CO+;NH2+
NH2;N2
NH2;NH2+
N2+;N2
N2+;NH2+
NH2+;HCO+
NH2+;NH2
HCO;HCO+
HCO;NH2
NH2+;NO+
NH2+;NH2
NO;NO+
NO;NH2
NH2;O2
NH2;NH2+
O2+;O2
O2+;NH2+
NH2+;S+
NH2+;NH2
S;S+
S;NH2
NH2+;H2S+
NH2+;NH2
H2S;H2S+
H2S;NH2
CH4+;NH3+
CH4+;CH4
NH3;NH3+
NH3;CH4
CH4+;C2H2+
CH4+;CH4
C2H2;C2H2+
C2H2;CH4
CH4;CO
CH4;CH4+
CO+;CO
CO+;CH4+
CH4+;C2H4+
CH4+;CH4
C2H4;C2H4+
C2H4;CH4
CH4+;H2CO+
CH4+;CH4
H2CO;H2CO+
H2CO;CH4
CH4+;O2+
CH4+;CH4
O2;O2+
O2;CH4
CH4+;CH3OH+
CH4+;CH4
CH3OH;CH3OH+
CH3OH;CH4
CH4+;H2S+
CH4+;CH4
H2S;H2S+
H2S;CH4
CH4;CO2
CH4;CH4+
CO2+;CO2
CO2+;CH4+
CH4+;OCS+
CH4+;CH4
OCS;OCS+
OCS;CH4
OH+;NH3+
OH+;OH
NH3;NH3+
NH3;OH
OH+;H2O+
OH+;OH
H2O;H2O+
H2O;OH
OH+;C2+
OH+;OH
C2;C2+
C2;OH
OH;C2
OH;OH+
C2+;C2
C2+;OH+
OH+;C2H+
OH+;OH
C2H;C2H+
C2H;OH
OH-;CN-
OH-;OH
CN;CN-
CN;OH
OH;CN
OH;OH+
CN+;CN
CN+;OH+
OH;CO
OH;OH+
CO+;CO
CO+;OH+
OH;N2
OH;OH+
N2+;N2
N2+;OH+
OH+;HCO+
OH+;OH
HCO;HCO+
HCO;OH
OH+;NO+
OH+;OH
NO;NO+
NO;OH
OH+;H2CO+
OH+;OH
H2CO;H2CO+
H2CO;OH
OH+;CH3CH3+
OH+;OH
CH3CH3;CH3CH3+
CH3CH3;OH
OH+;O2+
OH+;OH
O2;O2+
O2;OH
OH+;S+
OH+;OH
S;S+
S;OH
OH+;H2S+
OH+;OH
H2S;H2S+
H2S;OH
NH3;H2O
NH3;NH3+
H2O+;H2O
H2O+;NH3+
NH3+;Na+
NH3+;NH3
