 967 He+      SiC3H             SiC3+    He       H         1.00e-09    0.00       0.0L   1041000CHM89
 968 He+      HS2               HS       S+       He        1.00e-09    0.00       0.0L   1041000CMH90
 969 He+      HS2               S2+      He       H         1.00e-09    0.00       0.0L   1041000CMH90
 970 He+      H2S2              HS+      HS       He        2.00e-09    0.00       0.0L   1041000CMH90
 971 He+      H2S2              HS2+     He       H         2.00e-09    0.00       0.0L   1041000CMH90
 972 He+      C3P               C3       P+       He        5.00e-10    0.00       0.0L   1041000C    
 973 He+      C3P               C3+      P        He        5.00e-10    0.00       0.0L   1041000C    
 974 He+      C3S               CS       C2+      He        5.00e-10    0.00       0.0L   1041000CMH90
 975 He+      C3S               CS+      C2       He        5.00e-10    0.00       0.0L   1041000CMH90
 976 He+      C6                C4+      C2       He        1.40e-09    0.00       0.0L   1041000C    
 977 He+      C6                C5+      C        He        1.40e-09    0.00       0.0L   1041000C    
 978 He+      C6H               C4H+     C2       He        1.40e-09    0.00       0.0L   1041000C    
 979 He+      C6H               C6+      He       H         1.40e-09    0.00       0.0L   1041000C    
 980 He+      C5N               C4+      CN       He        3.00e-09    0.00       0.0L   1041000CHL89
 981 He+      C6H2              C4H+     C2H      He        1.00e-09    0.00       0.0L   1041000CHL89
 982 He+      C6H2              C6+      He       H2        1.00e-09    0.00       0.0L   1041000CHL89
 983 He+      C6H2              C6H+     He       H         1.00e-09    0.00       0.0L   1041000CHL89
 984 He+      HC5N              C4H+     CN       He        1.00e-09    0.00       0.0L   1041000C    
 985 He+      HC5N              C3N      C2H+     He        1.00e-09    0.00       0.0L   1041000C    
 986 He+      SiC4              SiC3+    C        He        2.00e-09    0.00       0.0L   1041000CHM89
 987 He+      C6H6              C5H5+    CH       He        7.00e-10    0.00       0.0C   10  300BMS99
 988 He+      C6H6              C6H5+    He       H         7.00e-10    0.00       0.0C   10  300BMS99
 989 He+      C4P               CCP+     C2       He        5.00e-10    0.00       0.0L   1041000C    
 990 He+      C4P               CCP      C2+      He        5.00e-10    0.00       0.0L   1041000C    
 991 He+      C4S               CS       C3+      He        5.00e-10    0.00       0.0L   1041000CMH90
 992 He+      C4S               CS+      C3       He        5.00e-10    0.00       0.0L   1041000CMH90
 993 He+      C7                C5+      C2       He        1.40e-09    0.00       0.0L   1041000CHL89
 994 He+      C7                C6+      C        He        1.40e-09    0.00       0.0L   1041000CHL89
 995 He+      C7H               C5H+     C2       He        2.00e-09    0.00       0.0L   1041000CHL89
 996 He+      C7H               C7+      He       H         2.00e-09    0.00       0.0L   1041000CHL89
 997 He+      C7H2              C5H+     C2H      He        1.00e-09    0.00       0.0L   1041000CHL89
 998 He+      C7H2              C7+      He       H2        1.00e-09    0.00       0.0L   1041000CHL89
 999 He+      C7H2              C7H+     He       H         1.00e-09    0.00       0.0L   1041000CHL89
1000 He+      C7H4              C7H2+    He       H2        1.50e-09    0.00       0.0L   1041000CHL89
1001 He+      C7H4              C7H3+    He       H         1.50e-09    0.00       0.0L   1041000CHL89
1002 He+      H3C6N             C5N      CH3+     He        7.00e-08    0.00       0.0L   1041000CHL89
1003 He+      C8                C6+      C2       He        1.50e-09    0.00       0.0L   1041000CHL89
1004 He+      C8                C7+      C        He        1.50e-09    0.00       0.0L   1041000CHL89
1005 He+      C8H               C6H+     C2       He        1.50e-09    0.00       0.0L   1041000CHL89
1006 He+      C8H               C8+      He       H         1.50e-09    0.00       0.0L   1041000CHL89
1007 He+      C7N               C6+      CN       He        3.00e-09    0.00       0.0L   1041000CHL89
1008 He+      C8H2              C6H+     C2H      He        1.00e-09    0.00       0.0L   1041000CHL89
1009 He+      C8H2              C8+      He       H2        1.00e-09    0.00       0.0L   1041000CHL89
1010 He+      C8H2              C8H+     He       H         1.00e-09    0.00       0.0L   1041000CHL89
1011 He+      HC7N              C6H+     CN       He        7.00e-09    0.00       0.0L   1041000CHL89
1012 He+      C9                C7+      C2       He        1.50e-09    0.00       0.0L   1041000CHL89
1013 He+      C9                C8+      C        He        1.50e-09    0.00       0.0L   1041000CHL89
1014 He+      C9H               C7H+     C2       He        2.50e-09    0.00       0.0L   1041000CHL89
1015 He+      C9H               C9+      He       H         2.50e-09    0.00       0.0L   1041000CHL89
1016 He+      C9H2              C7H+     C2H      He        1.00e-09    0.00       0.0L   1041000CHL89
1017 He+      C9H2              C9+      He       H2        1.00e-09    0.00       0.0L   1041000CHL89
1018 He+      C9H2              C9H+     He       H         1.00e-09    0.00       0.0L   1041000CHL89
1019 He+      H3C8N             C7N      CH3+     He        7.00e-08    0.00       0.0L   1041000CHL89
1020 He+      C9N               C8+      CN       He        4.00e-09    0.00       0.0L   1041000CHL89
1021 He+      HC9N              C8H+     CN       He        7.00e-09    0.00       0.0L   1041000CHL89
1022 C+       CH                C2+      H                  3.80e-10    0.00       0.0L   1041000C    
1023 C        CH+               C2+      H                  1.20e-09    0.00       0.0L   1041000C    
1024 C+       CH2               C2H+     H                  5.20e-10    0.00       0.0L   1041000C    
1025 C        CH2+              C2H+     H                  1.20e-09    0.00       0.0L   1041000C    
1026 C        NH+               N        CH+                1.60e-09    0.00       0.0L   1041000C    
1027 C+       NH                CN+      H                  7.80e-10    0.00       0.0L   1041000C    
1028 C+       CH3               C2H+     H2                 1.00e-09    0.00       0.0L   1041000C    
1029 C+       CH3               C2H2+    H                  1.30e-09    0.00       0.0L   1041000C    
1030 C        CH3+              C2H+     H2                 1.20e-09    0.00       0.0L   1041000C    
1031 C+       NH2               HCN+     H                  1.10e-09    0.00       0.0L   1041000C    
1032 C        NH2+              NH       CH+                1.20e-09    0.00       0.0L   1041000C    
1033 C+       CH4               C2H2+    H2                 4.00e-10    0.00       0.0M   1041000A8012
1034 C+       CH4               C2H3+    H                  1.10e-09    0.00       0.0M   1041000A8012
1035 C        OH+               O        CH+                1.20e-09    0.00       0.0L   1041000C    
1036 C+       OH                CO+      H                  7.70e-10    0.00       0.0L   1041000C    
1036bC+       OH                CO       H+                 7.70e-10    0.00       0.0 chan. ad.(sd95)
1037 C+       NH3               HCN+     H2                 7.00e-11    0.00       0.0M   1041000A7707
1038 C        NH3+              NH       CH2+               1.00e-11    0.00       0.0L   1041000C    
1039 C+       NH3               H2NC+    H                  1.75e-09    0.00       0.0M   1041000A7707
1040 C        CH5+              CH4      CH+                1.20e-09    0.00       0.0L   1041000C    
1041 C        H2O+              OH       CH+                1.10e-09    0.00       0.0L   1041000C    
1042 C+       H2O               HCO+     H                  9.00e-10    0.00       0.0M   1041000A7601
1043 C+       H2O               HOC+     H                  1.80e-09    0.00       0.0M   1041000A7601
1044 C        NH4+              H2NC+    H2                 1.00e-11    0.00       0.0L   1041000C    
1045 C        H3O+              HCO+     H2                 1.00e-11    0.00       0.0L   1041000C    
1046 C+       C2H               C3+      H                  1.00e-09    0.00       0.0L   1041000C    
1047 C        C2H+              C3+      H                  1.10e-09    0.00       0.0L   1041000C    
1048 C+       C2H2              C3H+     H                  2.20e-09    0.00       0.0M   1041000A8207
1049 C        C2H2+             C3H+     H                  1.10e-09    0.00       0.0L   1041000C    
1050 C        HCN+              CN       CH+                1.10e-09    0.00       0.0L   1041000C    
1051 C+       HCN               CNC+     H                  3.10e-09    0.00       0.0M   1041000A8012
1052 C+       HNC               C2N+     H                  3.10e-09    0.00       0.0L   1041000C    
1053 C        C2H3+             C3H+     H2                 1.00e-09    0.00       0.0L   1041000C    
1054 C+       C2H3              C3H2+    H                  1.00e-09    0.00       0.0L   1041000C    
1055 C        C2H3+             C3H2+    H                  1.00e-09    0.00       0.0L   1041000C    
1056 C+       C2H4              C3H+     H2       H         8.50e-11    0.00       0.0M   1041000A8309
1057 C+       C2H4              H2C3H+   H                  1.02e-09    0.00       0.0M   1041000A8309
1058 C        C2H4+             H2C3H+   H                  1.00e-09    0.00       0.0L   1041000C    
1059 C+       C2H4              C2H3+    CH                 8.50e-11    0.00       0.0M   1041000A8309
1060 C+       C2H4              C3H2+    H2                 3.40e-10    0.00       0.0M   1041000A8309
1061 C        C2H4+             C3H2+    H2                 1.00e-09    0.00       0.0L   1041000C    
1062 C+       HCO               CO       CH+                4.80e-10    0.00       0.0L   1041000C    
1063 C        HCO+              CO       CH+                1.10e-09    0.00       0.0L   1041000C    
1064 C        HN2+              N2       CH+                1.10e-09    0.00       0.0L   1041000C    
1065 C+       C2H5              H2C3H+   H2                 5.00e-10    0.00       0.0L   1041000C    
1066 C+       SiH               SiC+     H                  1.10e-09    0.00       0.0L   1041000CHM89
1067 C        SiH+              SiC+     H                  2.00e-10    0.00       0.0L   1041000CHM89
1068 C-       NO                CN-      O                  1.00e-09    0.00       0.0L   1041000C    
1069 C+       H2CO              CO       CH2+               2.34e-09    0.00       0.0M   1041000A7803
1070 C+       H2CO              HCO+     CH                 7.80e-10    0.00       0.0M   1041000A7803
1071 C+       SiH2              SiC+     H2                 1.00e-09    0.00       0.0L   1041000CHM89
1072 C+       SiH2              HCSi+    H                  1.00e-09    0.00       0.0L   1041000CHM89
1073 C        SiH2+             HCSi+    H                  1.10e-09    0.00       0.0L   1041000CHM89
1074 C        HNO+              NO       CH+                1.00e-09    0.00       0.0L   1041000C    
1075 C+       SiH3              SiCH2+   H                  1.00e-09    0.00       0.0L   1041000CHM89
1076 C        SiH3+             SiCH2+   H                  2.00e-10    0.00       0.0L   10  300CHM89
1077 C+       SiH3              HCSi+    H2                 1.00e-09    0.00       0.0L   1041000CHM89
1078 C+       O2                CO+      O                  3.80e-10    0.00       0.0M   1041000A7705
1079 C+       O2                CO       O+                 6.20e-10    0.00       0.0M   1041000A7705
1080 C-       O2                CO       O-                 4.00e-10    0.00       0.0L   1041000C    
1081 C        O2+               CO+      O                  5.20e-11    0.00       0.0L   1041000C    
1082 C+       CH3OH             HCO      CH3+               2.08e-09    0.00       0.0M   1041000A7803
1083 C+       CH3OH             H3CO+    CH                 5.20e-10    0.00       0.0M   1041000A7803
1084 C+       SiH4              SiCH2+   H2                 1.00e-09    0.00       0.0L   1041000CHM89
1085 C+       SiH4              SiCH3+   H                  1.00e-09    0.00       0.0L   1041000CHM89
1086 C        SiH4+             SiCH2+   H2                 3.00e-10    0.00       0.0L   1041000CHM89
1087 C        O2H+              O2       CH+                1.00e-09    0.00       0.0L   1041000C    
1088 C+       HS                CS+      H                  1.10e-09    0.00       0.0L   1041000C    
1089 C        HS+               CS+      H                  9.90e-10    0.00       0.0L   1041000C    
1090 C        SiH5+             SiCH4+   H                  2.00e-10    0.00       0.0L   1041000CHM89
1091 C+       H2S               HCS+     H                  1.40e-09    0.00       0.0M   1041000A7601
1092 C        H2S+              HCS+     H                  1.00e-09    0.00       0.0L   1041000C    
1093 C+       HCl               CCl+     H                  1.10e-09    0.00       0.0M   1041000A7601
1094 C+       C3H               C4+      H                  1.00e-09    0.00       0.0L   1041000C    
1095 C+       C3H2              C4H+     H                  1.00e-09    0.00       0.0L   1041000C    
1096 C+       H2CCC             C4H+     H                  1.00e-09    0.00       0.0L   1041000C    
1097 C        C3H2+             C4H+     H                  1.00e-09    0.00       0.0L   1041000C    
1098 C+       C3H2              C4+      H2                 1.00e-09    0.00       0.0L   1041000C    
1099 C+       H2CCC             C4+      H2                 1.00e-09    0.00       0.0L   1041000C    
1100 C        C3H2+             C4+      H2                 1.00e-09    0.00       0.0L   1041000C    
1101 C+       C3H3              C4H+     H2                 1.00e-09    0.00       0.0L   1041000C    
1102 C        C3H3+             C4H+     H2                 1.00e-09    0.00       0.0L   1041000C    
1103 C        H2C3H+            C4H+     H2                 1.00e-09    0.00       0.0L   1041000C    
1104 C+       C3H3              H2C3H+   C                  1.00e-09    0.00       0.0L   10  300CHL89
1105 C+       C3H3              C4H2+    H                  1.00e-09    0.00       0.0L   1041000C    
1106 C        C3H3+             C4H2+    H                  1.00e-09    0.00       0.0L   1041000C    
1107 C        H2C3H+            C4H2+    H                  1.00e-09    0.00       0.0L   1041000C    
1108 C+       C3H4              C2H2+    C2H2               1.90e-10    0.00       0.0M   1041000A8207
1109 C+       C3H4              H2C3H+   CH                 3.80e-10    0.00       0.0M   1041000A8207
1110 C        C3H4+             C4H3+    H                  1.00e-09    0.00       0.0L   1041000C    
1111 C+       C3H4              C2H3+    C2H                1.90e-10    0.00       0.0M   1041000A8207
1112 C+       C3H4              C4H2+    H2                 5.70e-10    0.00       0.0M   1041000A8207
1113 C        C3H4+             C4H2+    H2                 1.00e-09    0.00       0.0L   1041000C    
1114 C+       SiC               Si+      C2                 2.50e-09    0.00       0.0L   1041000CHM89
1115 C+       CH3CN             C2H3+    CN                 2.00e-09    0.00       0.0L   1041000C    
1116 C        C3H5+             C4H3+    H2                 1.00e-09    0.00       0.0L   1041000C    
1117 C+       HCSi              SiC2+    H                  2.00e-09    0.00       0.0L   1041000CHM89
1118 C+       OCN               CO+      CN                 3.80e-09    0.00       0.0L   1041000C    
1119 C+       SiN               SiC+     N                  1.00e-09    0.00       0.0L   1041000CHM89
1120 C+       SiCH2             SiC2H+   H                  1.00e-09    0.00       0.0L   1041000CHM89
1121 C        SiCH2+            Si+      C2H2               1.00e-09    0.00       0.0L   1041000CHM89
1122 C        SiCH2+            SiC2H+   H                  1.00e-10    0.00       0.0L   10  300CHM89
1123 C+       SiCH2             SiC2+    H2                 1.00e-09    0.00       0.0L   1041000CHM89
1124 C        SiCH2+            SiC2+    H2                 1.00e-10    0.00       0.0L   10  300CHM89
1125 C+       HNSi              SiNC+    H                  2.00e-09    0.00       0.0L   1041000CHM89
1126 C+       SiCH3             SiC2H+   H2                 1.00e-09    0.00       0.0L   1041000CHM89
1127 C+       SiCH3             SiC2H2+  H                  1.00e-09    0.00       0.0L   1041000CHM89
1128 C        SiCH3+            SiC2H2+  H                  2.00e-10    0.00       0.0L   10  300CHM89
1129 C+       HCP               CCP+     H                  5.00e-10    0.00       0.0L   1041000C    
1130 C        HCP+              CCP+     H                  2.00e-10    0.00       0.0L   1041000C    
1131 C+       CO2               CO+      CO                 1.10e-09    0.00       0.0M   1041000A8112
1132 C-       CO2               CO       CO       e-        4.70e-10    0.00       0.0L   1041000C    
1133 C+       CH3CHO            CH3CO+   CH                 1.50e-09    0.00       0.0L   1041000CMH91
1134 C+       SiO               Si+      CO                 5.40e-10    0.00       0.0L   1041000CHM89
1135 C        SiO+              Si+      CO                 1.00e-09    0.00       0.0L   1041000CHM89
1136 C        SiNH2+            SiNC+    H2                 1.00e-10    0.00       0.0L   10  300CHM89
1137 C        SiNH2+            SiNCH+   H                  1.00e-10    0.00       0.0L   10  300CHM89
1138 C        SiCH4+            SiC2H3+  H                  2.00e-10    0.00       0.0L   10  300CHM89
1139 C        HCO2+             CO2      CH+                1.00e-09    0.00       0.0L   1041000C    
1140 C+       CH2PH             HC2P+    H2                 1.00e-09    0.00       0.0L   1041000C    
1141 C+       C2H5OH            H3CO+    C2H3               1.50e-09    0.00       0.0L   1041000CMH91
1142 C+       NS                CS+      N                  7.60e-10    0.00       0.0L   1041000C    
1143 C+       H2CS              CS       CH2+               1.50e-09    0.00       0.0L   1041000C    
1144 C+       SO                S+       CO                 2.60e-10    0.00       0.0L   1041000C    
1145 C+       SO                S        CO+                2.60e-10    0.00       0.0L   1041000C    
1146 C+       SO                CS+      O                  2.60e-10    0.00       0.0L   1041000C    
1147 C+       C4H               C5+      H                  1.00e-09    0.00       0.0L   1041000C    
1148 C        C4H+              C5+      H                  1.00e-09    0.00       0.0L   10  300CHL89
1149 C+       C4H2              C3H+     C2H                1.45e-10    0.00       0.0M   1041000ADF86
1150 C+       C4H2              C5H+     H                  1.45e-09    0.00       0.0M   1041000ADF86
1151 C        C4H2+             C5+      H2                 5.00e-10    0.00       0.0L   10  300CHL89
1152 C        C4H2+             C5H+     H                  5.00e-10    0.00       0.0L   10  300CHL89
1153 C+       HC3N              C3+      HCN                2.50e-10    0.00       0.0M   1041000A8518
1154 C+       HC3N              C3H+     CN                 4.90e-09    0.00       0.0M   1041000A8518
1155 C+       HC3N              C2N+     C2H                1.00e-10    0.00       0.0M   1041000A8518
1156 C+       HC3N              C4N+     H                  1.20e-09    0.00       0.0M   1041000A8518
1157 C        C4H3+             C5H+     H2                 5.00e-10    0.00       0.0L   10  300CHL89
1158 C+       C4H3              C3H2+    C2H                3.10e-10   -0.50       0.0C   10  300BMS99
1159 C+       C4H3              C5H+     H2                 3.10e-10   -0.50       0.0C   10  300BMS99
1160 C        C4H3+             C5H2+    H                  5.00e-10    0.00       0.0L   10  300CHL89
1161 C+       C4H3              C5H2+    H                  3.10e-10   -0.50       0.0C   10  300BMS99
1162 C+       C3O               C3+      CO                 3.33e-10    0.00       0.0L   1041000C    
1163 C+       C3O               C4+      O                  3.33e-10    0.00       0.0L   1041000C    
1164 C+       H3C3N             C3H2+    HCN                9.84e-10    0.00       0.0M   1041000APF92
1165 C+       H3C3N             H2C3H+   CN                 1.80e-09    0.00       0.0M   1041000APF92
1166 C+       H3C3N             H2C4N+   H                  1.19e-09    0.00       0.0M   1041000APF92
1167 C+       SiC2H             SiC3+    H                  1.00e-09    0.00       0.0L   1041000CHM89
1168 C        SiC2H+            SiC3+    H                  3.00e-10    0.00       0.0L   10  300CHM89
1169 C+       SiC2H2            SiC3H+   H                  2.00e-09    0.00       0.0L   1041000CHM89
1170 C        SiC2H2+           SiC3H+   H                  2.00e-10    0.00       0.0L   10  300CHM89
1171 C+       CCP               CP+      C2                 5.00e-10    0.00       0.0L   1041000C    
1172 C        SiC2H3+           SiC3H2+  H                  2.00e-10    0.00       0.0L   10  300CHM89
1173 C+       HC2P              CP+      C2H                5.00e-10    0.00       0.0L   1041000C    
1174 C+       HC2P              CCP+     CH                 5.00e-10    0.00       0.0L   1041000C    
1175 C+       C2S               C3+      S                  5.00e-10    0.00       0.0L   1041000CMH90
1176 C        HC2S+             C3S+     H                  1.00e-09    0.00       0.0L   10  300CSY92
1177 C+       HCOOCH3           COOCH4+  C                  3.00e-09    0.00       0.0L   10  300CMH91
1178 C+       OCS               CS+      CO                 1.60e-09    0.00       0.0M   1041000A7803
1179 C+       SiS               SiC+     S                  2.30e-09    0.00       0.0L   1041000C    
1180 C+       C5H               C6+      H                  3.00e-09    0.00       0.0L   1041000C    
1181 C        C5H+              C6+      H                  1.00e-09    0.00       0.0L   1041000CHL89
1182 C+       C5H2              C6+      H2                 1.20e-09    0.00       0.0L   1041000C    
1183 C        C5H2+             C6+      H2                 5.00e-10    0.00       0.0L   10  300CHL89
1184 C+       C5H2              C6H+     H                  1.20e-09    0.00       0.0L   1041000C    
1185 C        C5H2+             C6H+     H                  5.00e-10    0.00       0.0L   10  300CHL89
1186 C        C5H3+             C6H+     H2                 5.00e-10    0.00       0.0L   10  300CHL89
1187 C        C5H3+             C6H2+    H                  5.00e-10    0.00       0.0L   10  300CHL89
1188 C+       SO2               SO+      CO                 2.30e-09    0.00       0.0M   1041000A7507
1189 C+       C5H4              C5H3+    CH                 7.50e-10    0.00       0.0L   1041000CHL89
1190 C+       C5H4              C6H2+    H2                 7.50e-10    0.00       0.0L   1041000CHL89
1191 C+       C5H4              C6H3+    H                  2.00e-09    0.00       0.0L   1041000C    
1192 C+       H3C4N             C3N      C2H3+              2.00e-09    0.00       0.0L   1041000C    
1193 C+       H3C4N             C4H3+    CN                 5.00e-09    0.00       0.0L   1041000CHL89
1194 C+       SiC3H             SiC4+    H                  2.00e-09    0.00       0.0L   1041000CHM89
1195 C        SiC3H+            SiC4+    H                  2.00e-10    0.00       0.0L   10  300CHM89
1196 C        H4C4N+            H3C5N+   H                  1.00e-09    0.00       0.0L   10  300CHL89
1197 C        SiC3H2+           SiC4H+   H                  2.00e-10    0.00       0.0L   10  300CHM89
1198 C+       C3P               C4+      P                  1.00e-11    0.00       0.0L   1041000C    
1199 C+       C3S               C4+      S                  5.00e-10    0.00       0.0L   1041000CMH90
1200 C+       C6H               C7+      H                  2.00e-10    0.00       0.0L   1041000C    
1201 C+       C6H2              C7+      H2                 1.20e-09    0.00       0.0L   1041000CHL89
1202 C        C6H2+             C7+      H2                 5.00e-10    0.00       0.0L   10  300CHL89
1203 C+       C6H2              C7H+     H                  1.20e-09    0.00       0.0L   1041000CHL89
1204 C        C6H2+             C7H+     H                  5.00e-10    0.00       0.0L   10  300CHL89
1205 C+       HC5N              C5H+     CN                 6.00e-09    0.00       0.0L   1041000C    
1206 C        C6H3+             C7H+     H2                 5.00e-10    0.00       0.0L   10  300CHL89
1207 C        C6H3+             C7H2+    H                  5.00e-10    0.00       0.0L   10  300CHL89
1208 C+       C4P               C5+      P                  1.00e-09    0.00       0.0L   1041000C    
1209 C+       C4S               C5+      S                  5.00e-10    0.00       0.0L   1041000CMH90
1210 C+       C7H               C8+      H                  3.00e-09    0.00       0.0L   1041000CHL89
1211 C        C7H+              C8+      H                  1.00e-09    0.00       0.0L   10  300CHL89
1212 C+       C7H2              C8+      H2                 1.20e-09    0.00       0.0L   1041000CHL89
1213 C        C7H2+             C8+      H2                 5.00e-10    0.00       0.0L   10  300CHL89
1214 C+       C7H2              C8H+     H                  1.20e-09    0.00       0.0L   1041000CHL89
1215 C        C7H2+             C8H+     H                  5.00e-10    0.00       0.0L   10  300CHL89
1216 C        C7H3+             C8H+     H2                 5.00e-10    0.00       0.0L   10  300CHL89
1217 C        C7H3+             C8H2+    H                  5.00e-10    0.00       0.0L   10  300CHL89
1218 C+       C7H4              C7H3+    CH                 7.50e-10    0.00       0.0L   1041000CHL89
1219 C+       C7H4              C8H2+    H2                 7.50e-10    0.00       0.0L   1041000CHL89
1220 C+       H3C6N             C6H3+    CN                 5.00e-09    0.00       0.0L   1041000CHL89
1221 C        H4C6N+            H3C7N+   H                  1.00e-09    0.00       0.0L   10  300CHL89
1222 C+       C8H               C9+      H                  1.40e-09    0.00       0.0L   1041000CHL89
1223 C+       C8H2              C9+      H2                 1.20e-09    0.00       0.0L   1041000CHL89
1224 C        C8H2+             C9+      H2                 5.00e-10    0.00       0.0L   10  300CHL89
1225 C+       C8H2              C9H+     H                  1.20e-09    0.00       0.0L   1041000CHL89
1226 C        C8H2+             C9H+     H                  5.00e-10    0.00       0.0L   10  300CHL89
1227 C+       HC7N              C7H+     CN                 6.00e-09    0.00       0.0L   1041000CHL89
1228 C        C8H3+             C9H+     H2                 5.00e-10    0.00       0.0L   10  300CHL89
1229 C        C8H3+             C9H2+    H                  5.00e-10    0.00       0.0L   10  300CHL89
1230 C+       C9H               C10+     H                  4.00e-09    0.00       0.0L   1041000CHL89
1231 C        C9H+              C10+     H                  1.00e-09    0.00       0.0L   10  300CHL89
1232 C+       C9H2              C10+     H2                 2.40e-09    0.00       0.0L   1041000CHL89
1233 C        C9H2+             C10+     H2                 1.00e-09    0.00       0.0L   10  300CHL89
1234 C+       H3C8N             C8H3+    CN                 5.00e-09    0.00       0.0L   1041000CHL89
1235 C        H4C8N+            H3C9N+   H                  1.00e-09    0.00       0.0L   10  300CHL89
1236 C+       HC9N              C9H+     CN                 6.00e-09    0.00       0.0L   1041000CHL89
1237 CH+      CH                C2+      H2                 7.40e-10    0.00       0.0L   1041000C    
1238 CH+      N                 CN+      H                  1.90e-10    0.00       0.0M   1041000A8008
1239 CH       N+                CN+      H                  3.60e-10    0.00       0.0L   1041000C    
1240 CH+      CH2               C2H+     H2                 1.00e-09    0.00       0.0L   1041000C    
1241 CH       NH+               CH2+     N                  9.90e-10    0.00       0.0L   1041000C    
1242 CH+      NH                CN+      H2                 7.60e-10    0.00       0.0L   1041000C    
1243 CH       CH3+              C2H2+    H2                 7.10e-10    0.00       0.0L   1041000C    
1244 CH+      O                 CO+      H                  3.50e-10    0.00       0.0M   1041000A8008
1245 CH       O+                CO+      H                  3.50e-10    0.00       0.0L   1041000C    
1246 CH+      NH2               HCN+     H2                 1.10e-09    0.00       0.0L   1041000C    
1247 CH       NH2+              NH       CH2+               3.50e-10    0.00       0.0L   1041000C    
1248 CH+      CH4               C2H4+    H                  6.50e-11    0.00       0.0M   1041000A7705
1249 CH+      CH4               C2H2+    H2       H         1.43e-10    0.00       0.0M   1041000A7705
1250 CH+      CH4               C2H3+    H2                 1.09e-09    0.00       0.0M   1041000A7705
1251 CH       OH+               O        CH2+               3.50e-10    0.00       0.0L   1041000C    
1252 CH+      OH                CO+      H2                 7.50e-10    0.00       0.0L   1041000C    
1253 CH+      NH3               NH4+     C                  4.05e-10    0.00       0.0M   1041000A7707
1254 CH       NH3+              NH4+     C                  6.90e-10    0.00       0.0L   1041000C    
1255 CH+      NH3               H2NC+    H2                 1.84e-09    0.00       0.0M   1041000A7707
1256 CH       CH5+              CH4      CH2+               6.90e-10    0.00       0.0L   1041000C    
1257 CH+      H2O               H3O+     C                  5.80e-10    0.00       0.0M   1041000A7705
1258 CH       H2O+              OH       CH2+               3.40e-10    0.00       0.0L   1041000C    
1259 CH+      H2O               H2CO+    H                  5.80e-10    0.00       0.0M   1041000A7705
1260 CH+      H2O               HCO+     H2                 2.90e-09    0.00       0.0M   1041000A7705
1261 CH       H3O+              H2O      CH2+               6.80e-10    0.00       0.0L   1041000C    
1262 CH+      C2                C3+      H                  1.00e-09    0.00       0.0L   1041000C    
1263 CH       C2+               C3+      H                  3.20e-10    0.00       0.0L   1041000C    
1264 CH       C2H+              C3H+     H                  3.20e-10    0.00       0.0L   1041000C    
1265 CH+      C2H               C3+      H2                 9.80e-10    0.00       0.0L   1041000C    
1266 CH       C2H+              C2       CH2+               3.20e-10    0.00       0.0L   1041000C    
1267 CH+      CN                C2N+     H                  5.50e-10    0.00       0.0L   1041000C    
1268 CH+      CN                CNC+     H                  5.50e-10    0.00       0.0L   1041000C    
1269 CH+      C2H2              C3H2+    H                  2.40e-09    0.00       0.0M   1041000A8501
1270 CH       C2H2+             C3H2+    H                  6.40e-10    0.00       0.0L   1041000C    
1271 CH+      HCN               HCNH+    C                  1.80e-09    0.00       0.0M   1041000A8501
1272 CH+      HNC               HCNH+    C                  1.80e-09    0.00       0.0L   1041000C    
1273 CH       HCN+              CN       CH2+               6.30e-10    0.00       0.0L   1041000C    
1274 CH+      HCN               C2N+     H2                 3.60e-10    0.00       0.0M   1041000A8501
1275 CH+      HCN               C2NH+    H                  2.40e-10    0.00       0.0M   1041000A8501
1276 CH       CO+               HCO+     C                  3.20e-10    0.00       0.0L   1041000C    
1277 CH       HCNH+             HCN      CH2+               3.15e-10    0.00       0.0L   1041000C    
1278 CH       HCNH+             HNC      CH2+               3.15e-10    0.00       0.0L   1041000C    
1279 CH       Si+               SiC+     H                  6.30e-10    0.00       0.0L   1041000CHM89
1280 CH+      HCO               CO       CH2+               4.60e-10    0.00       0.0L   1041000C    
1281 CH       HCO+              CO       CH2+               6.30e-10    0.00       0.0L   1041000C    
1282 CH       HN2+              N2       CH2+               6.30e-10    0.00       0.0L   1041000C    
1283 CH       SiH+              Si       CH2+               6.00e-10    0.00       0.0L   1041000CHM89
1284 CH+      H2CO              CO       CH3+               9.60e-10    0.00       0.0M   1041000A7803
1285 CH+      H2CO              H3CO+    C                  9.60e-10    0.00       0.0M   1041000A7803
1286 CH+      H2CO              HCO+     CH2                9.60e-10    0.00       0.0M   1041000A7803
1287 CH       H2CO+             HCO      CH2+               3.10e-10    0.00       0.0L   1041000C    
1288 CH       HNO+              NO       CH2+               6.20e-10    0.00       0.0L   1041000C    
1289 CH       H3CO+             H2CO     CH2+               6.20e-10    0.00       0.0L   1041000C    
1290 CH+      O2                CO+      OH                 1.00e-11    0.00       0.0M   1041000A7705
1291 CH+      O2                HCO+     O                  9.70e-10    0.00       0.0M   1041000A7705
1292 CH+      O2                HCO      O+                 1.00e-11    0.00       0.0M   1041000A7705
1293 CH       O2+               HCO+     O                  3.10e-10    0.00       0.0L   1041000C    
1294 CH+      CH3OH             H2CO     CH3+               1.45e-09    0.00       0.0M   1041000A7803
